Time,Length
2022-05-29 07:03:10.000,1136.21977214259
2022-05-29 07:03:20.000,1143.75423728814
2022-05-29 07:03:30.000,1128.87008234218
2022-05-29 07:03:40.000,1144.08284023669
2022-05-29 07:03:50.000,1118.41115702479
2022-05-29 07:04:00.000,1130.16768916155
2022-05-29 07:04:10.000,1122.02059925094
2022-05-29 07:04:20.000,1128.39464882943
2022-05-29 07:04:30.000,1142.59689349112
2022-05-29 07:04:40.000,1132.78694158076
2022-05-29 07:04:50.000,1121.57913669065
2022-05-29 07:05:00.000,1111.41200828157
2022-05-29 07:05:10.000,1132.73913043478
2022-05-29 07:05:20.000,1142.20221948212
2022-05-29 07:05:30.000,1145.03754045307
2022-05-29 07:05:40.000,1130.425
2022-05-29 07:05:50.000,1144.8692722372
2022-05-29 07:06:00.000,1147.00723140496
2022-05-29 07:06:10.000,1150.00658513641
2022-05-29 07:06:20.000,1146.72807017544
2022-05-29 07:06:30.000,1149.67770419426
2022-05-29 07:06:40.000,1144.50776699029
2022-05-29 07:06:50.000,1141.29651162791
2022-05-29 07:07:00.000,1145.2079002079
2022-05-29 07:07:10.000,1146.15744680851
2022-05-29 07:07:20.000,1146.16019417476
2022-05-29 07:07:30.000,1152.28262748487
2022-05-29 07:07:40.000,1151.87364450731
2022-05-29 07:07:50.000,1153.19382716049
2022-05-29 07:08:00.000,1140.49674902471
2022-05-29 07:08:10.000,1147.16522491349
2022-05-29 07:08:20.000,1146.03783278842
2022-05-29 07:08:30.000,1152.8523878437
2022-05-29 07:08:40.000,1147.75660377358
2022-05-29 07:08:50.000,1156.35694945848
2022-05-29 07:09:00.000,1152.86978508217
2022-05-29 07:09:10.000,1150.18961038961
2022-05-29 07:09:20.000,1149.45745577085
2022-05-29 07:09:30.000,1151.24596577017
2022-05-29 07:09:40.000,1148.00353857042
2022-05-29 07:09:50.000,1150.73189415042
2022-05-29 07:10:00.000,1148.98919753086
2022-05-29 07:10:10.000,1149.7224435591
2022-05-29 07:10:20.000,1149.96600107933
2022-05-29 07:10:30.000,1153.05044843049
2022-05-29 07:10:40.000,1146.68119713728
2022-05-29 07:10:50.000,1145.39075841286
2022-05-29 07:11:00.000,1148.3012295082
2022-05-29 07:11:10.000,1145.37735849057
2022-05-29 07:11:20.000,1144.50474595198
2022-05-29 07:11:30.000,1150.37690839695
2022-05-29 07:11:40.000,1154.73071718539
2022-05-29 07:11:50.000,1152.99632892805
2022-05-29 07:12:00.000,1149.10092272203
2022-05-29 07:12:10.000,1148.40799396682
2022-05-29 07:12:20.000,1155.0298136646
2022-05-29 07:12:30.000,1152.70356111646
2022-05-29 07:12:40.000,1147.68602540835
2022-05-29 07:12:50.000,1143.406
2022-05-29 07:13:00.000,1153.340562249
2022-05-29 07:13:10.000,1147.89297124601
2022-05-29 07:13:20.000,1148.65003282994
2022-05-29 07:13:30.000,1149.17836644592
2022-05-29 07:13:40.000,1148.93949694086
2022-05-29 07:13:50.000,1139.49259259259
2022-05-29 07:14:00.000,1146.83379120879
2022-05-29 07:14:10.000,1153.04539722573
2022-05-29 07:14:20.000,1149.44789915966
2022-05-29 07:14:30.000,1150.03728251864
2022-05-29 07:14:40.000,1151.77659992148
2022-05-29 07:14:50.000,1147.6191904048
2022-05-29 07:15:00.000,1153.5284738041
2022-05-29 07:15:10.000,1153.18280949326
2022-05-29 07:15:20.000,1155.96461949266
2022-05-29 07:15:30.000,1154.26847662142
2022-05-29 07:15:40.000,1147.34686971235
2022-05-29 07:15:50.000,1151.70088980151
2022-05-29 07:16:00.000,1153.50428396573
2022-05-29 07:16:10.000,1149.36479591837
2022-05-29 07:16:20.000,1152.55319148936
2022-05-29 07:16:30.000,1150.60591371789
2022-05-29 07:16:40.000,1150.34615384615
2022-05-29 07:16:50.000,1154.16706875754
2022-05-29 07:17:00.000,1153.66057282145
2022-05-29 07:17:10.000,1152.43341869398
2022-05-29 07:17:20.000,1148.42424242424
2022-05-29 07:17:30.000,1153.37310195228
2022-05-29 07:17:40.000,1150.49759846302
2022-05-29 07:17:50.000,1147.54750778816
2022-05-29 07:18:00.000,1149.90635918938
2022-05-29 07:18:10.000,1148.01740696279
2022-05-29 07:18:20.000,1151.10692520776
2022-05-29 07:18:30.000,1150.11849442379
2022-05-29 07:18:40.000,1150.42966573816
2022-05-29 07:18:50.000,1147.11572700297
2022-05-29 07:19:00.000,1155.03082191781
2022-05-29 07:19:10.000,1154.13492990654
2022-05-29 07:19:20.000,1150.9301994302
2022-05-29 07:19:30.000,1154.62829268293
2022-05-29 07:19:40.000,1152.36247478144
2022-05-29 07:19:50.000,1150.12619222304
2022-05-29 07:20:00.000,1145.3295194508
2022-05-29 07:20:10.000,1152.65672630881
2022-05-29 07:20:20.000,1150.55140961857
2022-05-29 07:20:30.000,1152.04620906236
2022-05-29 07:20:40.000,1149.76712328767
2022-05-29 07:20:50.000,1146.72314814815
2022-05-29 07:21:00.000,1145.77777777778
2022-05-29 07:21:10.000,1148.1404805915
2022-05-29 07:21:20.000,1147.10407632264
2022-05-29 07:21:30.000,1152.62856137883
2022-05-29 07:21:40.000,1150.72978576365
2022-05-29 07:21:50.000,1151.53580097087
2022-05-29 07:22:00.000,1156.40625
2022-05-29 07:22:10.000,1153.18779620853
2022-05-29 07:22:20.000,1149.22745098039
2022-05-29 07:22:30.000,1153.5758988016
2022-05-29 07:22:40.000,1149.07780784844
2022-05-29 07:22:50.000,1154.00818330606
2022-05-29 07:23:00.000,1146.91271186441
2022-05-29 07:23:10.000,1150.34615384615
2022-05-29 07:23:20.000,1149.36626506024
2022-05-29 07:23:30.000,1151.7559972584
2022-05-29 07:23:40.000,1153.78060863411
2022-05-29 07:23:50.000,1149.98959881129
2022-05-29 07:24:00.000,1149.66508313539
2022-05-29 07:24:10.000,1148.41854304636
2022-05-29 07:24:20.000,1144.02566158781
2022-05-29 07:24:30.000,1151.78087044534
2022-05-29 07:24:40.000,1146.20058780309
2022-05-29 07:24:50.000,1146.92543496272
2022-05-29 07:25:00.000,1150.81933333333
2022-05-29 07:25:10.000,1146.79795831561
2022-05-29 07:25:20.000,1148.93417159763
2022-05-29 07:25:30.000,1151.57870672763
2022-05-29 07:25:40.000,1144.38910812944
2022-05-29 07:25:50.000,1153.54410616706
2022-05-29 07:26:00.000,1149.17588395286
2022-05-29 07:26:10.000,1149.20478983382
2022-05-29 07:26:20.000,1149.28086956522
2022-05-29 07:26:30.000,1149.6584197925
2022-05-29 07:26:40.000,1150.41554054054
2022-05-29 07:26:50.000,1149.86138613861
2022-05-29 07:27:00.000,1144.34956843403
2022-05-29 07:27:10.000,1156.75645756458
2022-05-29 07:27:20.000,1150.27496967246
2022-05-29 07:27:30.000,1147.23163841808
2022-05-29 07:27:40.000,1146.69285714286
2022-05-29 07:27:50.000,1151.90081300813
2022-05-29 07:28:00.000,1153.54029062087
2022-05-29 07:28:10.000,1151.09845788849
2022-05-29 07:28:20.000,1150.87215411559
2022-05-29 07:28:30.000,1159.2570155902
2022-05-29 07:28:40.000,1154.02075949367
